Run_ID,Method,Best_Guess,True_Min,Relative_Error,Kappa
1,random,3.765739056325356,6.295817131041806,0.4018665126472285,6.0
1,random,3.0782376554303887,3.846441311418809,0.1997180234384126,6.0
1,random,2.1007589114339087,5.020560137124567,0.5815688182081852,6.0
1,random,1.7381697408750427,2.51330120183664,0.3084116859511928,6.0
1,random,0.9390023955313396,4.494068518838116,0.7910573922949207,6.0
1,random,8.79749964531622,9.31592677218603,0.0556495493736216,6.0
1,random,5.610784828201474,4.941906918519557,0.1353481400419198,6.0
1,random,8.317597717368677,6.091498833817084,0.3654435376714445,6.0
1,random,7.050326145785085,6.418337095076305,0.0984661667573673,6.0
1,random,6.384792194511107,5.097267502693168,0.252591156170962,6.0
1,random,6.634215966253566,6.854118834480968,0.0320833171320487,6.0
1,random,6.586561925751852,4.940826951771362,0.333088972766081,6.0
1,random,7.101773472828874,6.281724709724814,0.1305451609228486,6.0
1,random,4.172694083227157,5.50554724401116,0.2420927660250046,6.0
1,random,9.392498469929476,7.98939699862682,0.1756204468927771,6.0
1,random,3.2778782583935486,3.9672223796862376,0.1737598892420062,6.0
1,random,6.768235258822983,6.129288761296317,0.1042448026859696,6.0
1,random,0.5103324301778471,1.9800243604438408,0.742259519441745,6.0
1,random,8.396026915954558,8.21566941384332,0.0219528675055177,6.0
1,random,3.5633075221352057,3.716816159970855,0.0413011112814503,6.0
1,random,5.145021207537279,5.301700289501973,0.0295526101833666,6.0
1,random,4.608537677483284,4.230991386823856,0.0892335285378225,6.0
1,random,5.921134937039042,6.271072243551872,0.0558018298820663,6.0
1,random,5.411279154831448,5.492800331609887,0.0148414600671541,6.0
1,random,5.8032407466564,5.186256361424578,0.118965269403371,6.0
1,random,4.63900223934363,3.101597579046816,0.4956815386634683,6.0
1,random,1.6931212154397637,4.138155403355684,0.5908512246623727,6.0
1,random,5.2178466686336975,5.648665707484369,0.076269168890601,6.0
1,random,7.259169249718298,6.104014935396959,0.189245001289666,6.0
1,random,6.931015676622213,6.945590005954077,0.0020983572769729,6.0
1,random,4.080714312053274,3.914166670263417,0.0425499616700401,6.0
1,random,4.050680404715081,6.043268566062988,0.3297202729889629,6.0
1,random,7.675098046514591,7.122799920028036,0.0775394694063485,6.0
1,random,5.41999731487364,6.507690373910595,0.1671396450263719,6.0
1,random,7.69659921368547,5.784991939766673,0.3304425129408042,6.0
1,random,5.569774830564526,5.388234699443127,0.0336919494505614,6.0
1,random,5.602815328287193,5.086039350846196,0.1016067595613504,6.0
1,random,5.219526442942733,3.481912889384051,0.4990399268334554,6.0
1,random,5.294041328647509,4.03192540697867,0.3130305733048291,6.0
1,random,6.8940839298950864,6.772760188225729,0.0179134855358197,6.0
1,random,6.212311997450573,6.38988067780042,0.0277890447887003,6.0
1,random,1.1502831193124925,5.361577976406976,0.7854581012578415,6.0
1,random,8.766106651540042,8.374252101124364,0.0467927816936709,6.0
1,random,5.802019493596253,5.149023635624513,0.1268193553150276,6.0
1,random,7.055464648948385,7.28853747806687,0.0319779969328363,6.0
1,random,7.796007001459479,8.152525258306557,0.0437310214382744,6.0
1,random,6.609099296989541,5.999154800646742,0.1016717382050291,6.0
1,random,8.183646772512198,7.701338314893962,0.062626577082775,6.0
1,random,3.4243442802980306,2.7327037210252745,0.2530975289971288,6.0
1,random,5.319900133732373,4.810388915924583,0.1059189239608206,6.0
1,random,3.2366619302306425,5.707781088880484,0.432938670942358,6.0
1,random,4.874062937663869,6.233761018529478,0.2181184162857685,6.0
1,random,2.6081766487291134,4.03282039383363,0.3532623836367379,6.0
1,random,5.739981318945832,5.424414458373817,0.0581752856448617,6.0
1,random,7.304543790234302e-28,4.003766797921734,1.0,6.0
1,random,4.816628757025611,4.691318676484952,0.0267110569931584,6.0
1,random,7.449210727553822,4.345882745317399,0.714084609296051,6.0
1,random,8.578756020386024,5.582342000637198,0.536766471743723,6.0
1,random,5.147683621906047,4.694524815825479,0.0965292173028775,6.0
1,random,7.3727415153016125,6.9007458016284,0.0683977829703325,6.0
1,random,6.865526345098736,6.781652216954464,0.0123678014532479,6.0
1,random,8.077821059487796,6.737542627201834,0.1989268946328867,6.0
1,random,9.268128128797857,6.667449135242139,0.3900560680409702,6.0
1,random,4.201322452770597,5.31520958071174,0.2095659843749729,6.0
